year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2015,BMW,3 Series,328d xDrive,Wagon,automatic,wba3k5c50fk300899,nj,4.8,7103.0,gray,black,bmw north america greer,42100,41000,2015-04-07 02:30:00
2015,BMW,4 Series,435i,Convertible,automatic,wba3t3c54fp738443,nj,4.7,4082.0,black,—,bmw north america greer,54300,47250,2015-04-07 02:30:00
2012,Honda,Crosstour,EX-L,Hatchback,automatic,5j6tf2h55cl003979,nj,3.7,34225.0,white,black,"ahfc/honda lease trust/hvt, inc. eot",20900,15000,2015-04-08 02:30:00
2012,Honda,Odyssey,EX,Minivan,automatic,5fnrl5h43cb053994,tn,3.7,36669.0,black,gray,"ahfc/honda lease trust/hvt, inc. eot",19250,21500,2015-04-08 03:30:00
2012,Honda,Crosstour,EX-L,Hatchback,automatic,5j6tf2h55cl004128,nj,3.6,29421.0,white,beige,"ahfc/honda lease trust/hvt, inc. eot",21300,16700,2015-04-22 02:30:00
2012,Nissan,Altima,2.5,Sedan,automatic,1n4al2apxcn518097,il,3.6,32815.0,black,black,nissan-infiniti lt,12650,12900,2015-04-09 03:00:00
2012,Nissan,Altima,2.5,Sedan,automatic,1n4al2ap4cc185455,il,4.2,40094.0,black,black,nissan-infiniti lt,12250,12800,2015-04-09 03:00:00
2012,Nissan,Altima,2.5,Sedan,automatic,1n4al2ap2cc129675,fl,2.5,41714.0,silver,black,nissan-infiniti lt,12150,10200,2015-04-07 02:30:00
2012,Nissan,Rogue,SV,SUV,automatic,jn8as5mv3cw387716,il,4.0,57926.0,red,black,nissan-infiniti lt,14600,18500,2015-04-09 03:00:00
2008,BMW,3 Series,328xi,Sedan,,wbavc73518kx91164,pa,4.2,99594.0,blue,tan,adcock brothers inc,9350,14300,2015-04-03 02:00:00
2008,Chrysler,300,Touring,Sedan,automatic,2c3la53g48h121478,ny,2.1,141611.0,gray,black,mid atlantic finance/clearwater,6000,3100,2015-04-08 03:40:00
2007,BMW,X3,3.0si,SUV,automatic,wbxpc93407wf14047,md,1.9,99029.0,silver,gray,lexus of silver spring,9850,6600,2015-04-07 02:30:00
2007,Ford,Explorer,Eddie Bauer,SUV,,1fmeu74e67ua94179,nj,3.7,124088.0,white,tan,lester glenn buick,6925,4700,2015-04-08 02:30:00
2006,Chrysler,PT Cruiser,Touring,Wagon,automatic,3a4fy58b06t289327,tn,2.0,113236.0,—,gray,westlake financial services,2350,8600,2015-04-07 03:30:00
2006,Hyundai,Santa Fe,GLS,SUV,automatic,km8sc73d76u047241,pa,3.7,151955.0,blue,gray,1 cochran of monroeville,2900,1850,2015-04-07 17:00:00
2004,Chevrolet,Tahoe,LS,SUV,automatic,1gnec13z64r191638,md,1.9,1.0,blue,gray,south carolina state credit union,2900,800,2015-04-14 02:30:00
2004,Nissan,Quest,3.5 S,Minivan,automatic,5n1bv28u44n356775,va,1.9,1.0,silver,tan,wells fargo dealer services,4600,1800,2015-04-08 02:30:00
2004,Nissan,Maxima,3.5 SL,Sedan,automatic,1n4ba41e04c812237,md,2.5,175580.0,blue,tan,darcars sales and leasing,2625,1550,2015-04-07 02:30:00
2004,,,,,automatic,jm1fe17n840124607,fl,2.6,155478.0,black,black,autonation toyota fort myers,2100,300,2015-04-08 01:30:00
2004,Volkswagen,Passat,GLS 1.8T 4Motion,Sedan,automatic,wvwpd63b24p253479,pa,2.9,90450.0,gray,black,1 cochran of monroeville,2400,4000,2015-04-07 17:00:00
2003,Chevrolet,Monte Carlo,SS,Coupe,automatic,2g1wx12k839317702,pa,2.0,138819.0,silver,black,1 cochran of monroeville,2525,800,2015-04-07 17:00:00
2003,Honda,Accord,EX V-6,Coupe,automatic,1hgcm82693a033306,pa,1.9,101071.0,blue,black,1 cochran of monroeville,3750,3700,2015-04-07 17:00:00
2002,Saturn,S-Series,SL2,Sedan,manual,1g8zj52772z217906,md,1.0,126585.0,blue,gray,b & y used cars,950,250,2015-04-07 06:00:00
2000,Chevrolet,Cavalier,Base,Coupe,automatic,1g1jc1249y7153683,mo,1.9,120805.0,—,gray,o'fallon motorsports,750,800,2015-04-07 04:00:00
1998,Chevrolet,Suburban,1500,SUV,automatic,3gnec16r0wg124564,tx,2.0,265824.0,white,beige,titlemax/jacinto city tx1,750,500,2015-04-14 02:15:00
2014,Ford,Fiesta,SE,Hatchback,automatic,3fadp4ej4em125597,tn,3.9,34931.0,white,tan,ars/avis budget group,10300,31700,2015-04-15 03:00:00
2014,Ford,Fusion,SE,Sedan,automatic,1fa6p0h79e5373514,fl,4.2,33629.0,white,black,ars/avis budget group,14600,19100,2015-04-09 02:00:00
2014,Ford,Fusion,SE,Sedan,automatic,3fa6p0h79er262801,fl,4.5,31124.0,—,black,ars/avis budget group,14750,22400,2015-04-09 02:00:00
2014,Ford,Fusion,Titanium,Sedan,automatic,3fa6p0k96er245464,tn,2.8,37248.0,—,black,ars/avis budget group,18150,29600,2015-04-22 03:00:00
2014,Ford,Fusion,SE,Sedan,automatic,3fa6p0h79er159992,md,4.1,35142.0,gray,black,avis corporation,14500,12800,2015-04-07 02:45:00
2013,Chevrolet,Silverado 1500,LTZ,Crew Cab,automatic,3gcpkte79dg196716,fl,3.0,56433.0,white,black,the hertz corporation,28700,14100,2015-04-07 02:30:00
2013,Dodge,Dart,Limited,Sedan,automatic,1c3cdfca0dd335061,md,2.0,1.0,black,black,darcars chrysler jeep,16050,800,2015-04-07 06:00:00
2013,Ford,Focus,SE,Sedan,automatic,1fadp3f20dl343215,fl,3.3,55897.0,red,black,dtg operations inc,9975,19900,2015-04-07 02:30:00
2013,Mazda,CX-5,Touring,SUV,automatic,jm3ke4ce1d0124767,tx,2.6,1.0,gray,black,"jpmorgan chase bank,n.a.",22000,11000,2015-04-08 03:15:00
2013,Mazda,Mazda3,i Sport,Sedan,automatic,jm1bl1u77d1703950,fl,3.7,55378.0,black,black,dtg operations inc,10400,8100,2015-04-07 02:30:00
2013,Nissan,Altima,2.5,sedan,automatic,1n4al3ap0dc241656,il,2.7,47802.0,gray,black,nissan-infiniti lt,12750,12900,2015-04-09 03:00:00
2015,BMW,3 Series,335i,Sedan,manual,wba3a9g56fnn73414,nj,4.8,3046.0,black,black,bmw north america greer,46900,55000,2015-04-07 02:30:00
2015,BMW,3 Series Gran Turismo,328i xDrive SULEV,Hatchback,automatic,wba8z5c53fd672291,nj,4.9,6502.0,—,black,bmw na manheim new jersey,39500,57000,2015-04-07 07:00:00
2012,Nissan,370Z,Touring,Coupe,,jn1az4eh9cm562138,pa,4.7,30677.0,white,tan,nissan-infiniti lt,23200,10400,2015-04-17 02:00:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap5cn500137,ca,4.4,23450.0,white,black,nissan-infiniti lt,13200,25250,2015-04-07 05:30:00
2012,Nissan,Murano,SL,SUV,,jn8az1mw3cw209561,pa,4.1,27525.0,brown,beige,nissan-infiniti lt,22800,13700,2015-04-17 02:00:00
2012,Nissan,Sentra,2.0 S,Sedan,automatic,3n1ab6ap5cl679240,ca,3.8,31541.0,—,gray,nissan-infiniti lt,10350,9500,2015-04-07 05:30:00
2007,GMC,Sierra 1500,Denali,Crew Cab,,2gtek638171631990,pa,4.4,138594.0,black,black,usautoland inc,16650,13600,2015-04-17 02:00:00
2007,Mitsubishi,Outlander,LS,SUV,automatic,ja4mt31x87z009616,pa,3.5,125872.0,white,gray,1 cochran of monroeville,4925,5500,2015-04-08 05:00:00
2005,Chrysler,Sebring,Touring,Sedan,automatic,1c3el56rx5n677586,ca,3.0,108572.0,gray,gray,california fleet inc,1625,600,2015-04-07 06:00:00
2004,Toyota,Prius,Base,Hatchback,automatic,jtdkb20u940041783,nj,1.9,113380.0,silver,gray,new rochelle toyota,3925,3000,2015-04-08 02:30:00
2015,BMW,X1,xDrive28i,SUV,automatic,wbavl1c57fvy29084,nj,4.6,7790.0,—,black,bmw na manheim new jersey,32400,51500,2015-04-07 07:00:00
2015,BMW,Z4,sDrive35i,Convertible,automatic,wbalm7c53fj798995,nj,4.9,3905.0,black,—,bmw na manheim new jersey,49900,36750,2015-04-07 07:00:00
2013,Chrysler,Town and Country,Touring-L,Minivan,automatic,2c4rc1cg5dr781557,mi,5.0,21419.0,silver,black,chrysler capital,22400,10800,2015-04-08 17:00:00
2012,Honda,Accord,LX,Sedan,automatic,1hgcp2f36ca107818,nj,3.7,31800.0,blue,black,"ahfc/honda lease trust/hvt, inc. eot",12900,12500,2015-04-08 02:30:00
2015,Toyota,Corolla,LE,Sedan,automatic,5yfburhe3fp263583,fl,4.0,445.0,black,gray,florida auto financial group,15700,15100,2015-04-07 02:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap1cn521874,il,4.2,38578.0,burgundy,beige,nissan-infiniti lt,12150,16000,2015-04-14 03:00:00
2012,Nissan,Rogue,SV,SUV,automatic,jn8as5mv0cw366404,il,3.7,33772.0,black,black,nissan-infiniti lt,15850,17000,2015-04-14 03:00:00
2012,Nissan,Rogue,S,SUV,,jn8as5mv5cw374689,il,4.3,30566.0,black,black,nissan-infiniti lt,15050,23700,2015-04-14 03:00:00
2012,Nissan,Rogue,SV,SUV,automatic,jn8as5mt2cw296449,il,3.7,37828.0,red,beige,nissan-infiniti lt,14500,10400,2015-04-14 03:00:00
2012,Nissan,Rogue,S,SUV,automatic,jn8as5mtxcw292908,il,4.5,36438.0,gray,black,nissan-infiniti lt,13950,17000,2015-04-14 03:00:00
2012,Nissan,Sentra,2.0,Sedan,,3n1ab6ap4cl624732,il,4.4,24670.0,silver,black,nissan-infiniti lt,10850,14600,2015-04-14 03:00:00
2011,Chevrolet,Equinox,LTZ,SUV,automatic,2gnalfec0b1209190,ca,4.7,46781.0,white,brown,high bid trading co inc,16350,15000,2015-04-08 05:15:00
2010,BMW,3 Series,328i,Coupe,automatic,wbawv1c56ap124434,fl,2.8,84699.0,white,black,innovate loan servicing corp,13700,9000,2015-04-09 08:00:00
2008,Saab,9-3,2.0T,Sedan,manual,ys3fb46y781140635,tx,3.6,118882.0,blue,gray,td auto finance,3775,1200,2015-04-08 03:15:00
2007,BMW,X3,3.0si,SUV,automatic,wbxpc93447wf14617,tx,4.0,119716.0,blue,beige,"consolidated asset recovery systems, inc.",8425,8100,2015-04-09 03:30:00
2007,Chevrolet,Cobalt,LS,Sedan,manual,1g1ak55f277263481,mi,2.5,133482.0,orange,gray,remarketing by ge/manheim detroit,2625,1300,2015-04-09 02:30:00
2007,Chevrolet,TrailBlazer,LS,SUV,automatic,1gnds13s272130690,md,2.6,161544.0,white,tan,checkered flag auto sales llc,3075,1800,2015-04-14 03:30:00
2006,Ford,Focus,ZX4 SES,Sedan,automatic,1fahp34n76w184614,mo,1.9,85571.0,blue,gray,remarketing by ge/meritrust credit union,3350,2600,2015-04-08 03:30:00
2005,Chevrolet,TrailBlazer EXT,LT,SUV,,1gnet16m756185270,mi,3.9,130298.0,gray,gray,remarketing by ge/manheim detroit,3975,3200,2015-04-23 02:30:00
2014,Ford,Edge,Limited,SUV,automatic,2fmdk3kc9eba54712,tx,4.5,36911.0,—,brown,ars/avis budget group,23000,9500,2015-04-16 03:30:00
2015,Chrysler,200,Limited,Sedan,automatic,1c3cccab3fn579054,tx,5.0,19190.0,gray,black,"enterprise vehicle exchange inc. dallas""""",16300,41000,2015-04-08 03:15:00
2013,Chevrolet,Sonic,LT,Hatchback,automatic,1g1jc6sb5d4131946,va,3.7,47707.0,gray,black,allcar leasing,9025,7700,2015-04-09 01:50:00
2013,GMC,Yukon XL,SLT 1500,SUV,automatic,1gks2ke73dr209646,il,2.7,61175.0,gold,gray,the hertz corporation,26500,25050,2015-04-23 03:00:00
2013,Nissan,Juke,SV,Hatchback,automatic,jn8af5mr4dt226222,il,4.4,8571.0,black,gray,nissan north america inc.,15950,15000,2015-04-14 03:00:00
2012,Nissan,Altima,2.5 S,sedan,automatic,1n4al2ap5cc158815,tx,1.9,28075.0,white,black,nissan-infiniti lt,12950,12200,2015-04-08 03:30:00
2012,Nissan,Altima,2.5 S,Sedan,,1n4al2ap2cc172882,pa,4.6,33653.0,silver,black,nissan-infiniti lt,12550,17000,2015-04-10 02:00:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap3cc166802,pa,2.8,35230.0,gray,black,nissan-infiniti lt,12500,9700,2015-04-10 02:00:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap1cn568953,tx,2.6,34401.0,silver,black,nissan-infiniti lt,12550,14200,2015-04-08 03:30:00
2012,Nissan,Maxima,3.5 SV,Sedan,,1n4aa5ap1cc812345,pa,2.8,24839.0,gray,black,nissan-infiniti lt,18850,12600,2015-04-10 02:00:00
2012,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap5cc823591,tx,3.5,38657.0,blue,black,nissan-infiniti lt,17650,14400,2015-04-15 03:30:00
2012,Nissan,Murano,SV,SUV,automatic,jn8az1mw3cw218776,pa,4.0,29253.0,blue,black,nissan-infiniti lt,19650,15600,2015-04-10 02:00:00
2012,Nissan,Rogue,SV,SUV,automatic,jn8as5mv0cw381713,tx,3.9,18153.0,blue,gray,nissan-infiniti lt,16850,10000,2015-04-15 03:30:00
2012,Nissan,Rogue,SV,SUV,automatic,jn8as5mt2cw605515,fl,4.0,55763.0,black,black,nissan-infiniti lt,13650,8000,2015-04-09 02:15:00
2008,Chevrolet,Impala,LT,Sedan,automatic,2g1wt58k289233294,in,1.9,92535.0,black,black,onemain remarketing services,6400,1150,2015-04-09 03:00:00
2007,Chevrolet,Equinox,LT,SUV,automatic,2cndl63f276080717,az,2.0,121379.0,gray,gray,vantage west credit union,4825,3900,2015-04-08 05:00:00
2007,Chevrolet,Colorado,Work Truck,Regular Cab,automatic,1gccs149478213650,la,2.0,132536.0,white,gray,glesby marks leasing,3125,1800,2015-04-08 04:00:00
2006,Dodge,Grand Caravan,SXT,Minivan,automatic,2d4gp44l26r817008,ga,3.6,127854.0,red,tan,hayes chrysler dodge jeep inc,2700,1500,2015-04-07 06:10:00
2005,Chevrolet,Silverado 1500,LS,Crew Cab,automatic,2gcec13t651216312,ca,1.9,163552.0,white,black,united auto credit/irvine,6800,3000,2015-04-15 06:30:00
2004,Ford,F-150,XLT,SuperCrew,automatic,1ftrw12w24kb25735,ca,2.4,194671.0,gold,beige,credit acceptance corp/vrs/southfield,4725,3600,2015-04-08 05:30:00
2004,Mercedes-Benz,C-Class,C230,Sedan,automatic,wdbrf40j64a623949,tx,2.7,185842.0,black,black,pra receivables management llc,2475,1000,2015-04-29 03:05:00
2003,,,,,automatic,1gkec16t63j233999,ca,1.0,177314.0,black,gray,united auto credit/irvine,3600,900,2015-04-15 06:30:00
2001,Toyota,Camry Solara,SLE,Convertible,,2t1ff28p61c431911,ca,3.5,150990.0,black,black,nextgear capital,2975,1400,2015-04-08 05:30:00
2001,Toyota,Corolla,S,Sedan,automatic,2t1br12e91c484142,pa,1.0,176523.0,red,black,spitzer toyota scion,1625,500,2015-04-08 05:00:00
2014,Nissan,Pathfinder,Platinum,SUV,,5n1ar2mm3ec683459,pa,3.5,5942.0,blue,black,nissan north america inc.,25400,19600,2015-04-10 02:00:00
2015,Ford,Explorer,Limited,SUV,automatic,1fm5k7f8xfga56383,tx,4.3,18175.0,black,black,ars/enterprise,31500,21600,2015-04-09 03:00:00
2013,Ford,Explorer,XLT,SUV,automatic,1fm5k8d86dgc24218,mi,4.2,28119.0,black,black,"ford motor credit company,llc",28200,13800,2015-04-23 02:00:00
2013,Ford,Focus,SE,Sedan,automatic,1fadp3f24dl291698,mo,2.9,53668.0,gray,black,the hertz corporation,10100,9000,2015-04-08 03:00:00
2015,Hyundai,Veloster,Base,Hatchback,automatic,kmhtc6ad4fu225429,ca,4.5,20.0,silver,black,hyundai motor america/co car,15850,39500,2015-04-21 05:30:00
2006,Ford,Taurus,SE,Sedan,automatic,1fafp53u56a162667,pa,2.0,1.0,white,beige,enterprise car sales,3850,800,2015-04-07 02:30:00
2013,Toyota,Corolla,LE,Sedan,automatic,5yfbu4eexdp124099,oh,3.7,52654.0,red,gray,the hertz corporation,11100,9300,2015-04-21 02:30:00
2007,Ford,Escape,XLT,SUV,automatic,1fmcu031x7ka04430,ny,1.9,132514.0,gray,gray,credit acceptance corp/vrs/southfield,4425,700,2015-04-09 02:15:00
2004,Jeep,Liberty,Sport,SUV,automatic,1j4gl48k74w220817,ny,2.0,178873.0,blue,gray,credit acceptance corp/vrs/southfield,1850,700,2015-04-23 02:15:00
2012,Chevrolet,Impala,LT Fleet,Sedan,automatic,2g1wg5e30c1230306,va,3.5,101733.0,white,gray,pinnacle financial group inc,7750,6000,2015-04-09 02:20:00
2012,Ford,Expedition,EL Limited,SUV,automatic,1fmjk2a58cef44480,il,2.8,46956.0,gray,black,"ford motor credit company,llc",31000,10900,2015-04-09 03:00:00
2010,Ford,F-150,XL,SuperCab,automatic,1ftex1c8xafb65643,ms,2.0,148530.0,white,gray,donlen corporation,7500,6500,2015-04-09 03:30:00
2008,Ford,Taurus,Limited,Sedan,automatic,1fahp25w58g146538,fl,1.9,82923.0,black,black,pinellas fcu,6550,6000,2015-04-22 08:10:00
2007,Toyota,Yaris,Base,Hatchback,automatic,jtdjt923975098935,pa,2.7,153966.0,blue,—,1 cochran of monroeville,3325,2600,2015-04-07 17:00:00
2006,Nissan,Maxima,3.5 SE,Sedan,automatic,1n4ba41e36c863704,nj,2.2,109169.0,black,black,westlake financial services,4750,2500,2015-04-22 02:30:00
2006,Mitsubishi,Outlander,LS,SUV,automatic,ja4lz31f16u020177,pa,2.9,102189.0,gray,black,1 cochran of monroeville,4425,4600,2015-04-08 02:00:00
2004,Honda,Accord,LX V-6,Sedan,automatic,1hgcm66364a081898,mi,1.9,199649.0,blue,beige,ocean honda,3075,2250,2015-04-09 02:30:00
2004,Toyota,Prius,Base,Hatchback,automatic,jtdkb20u640050960,pa,2.7,84566.0,silver,—,spitzer toyota scion,4125,3500,2015-04-08 05:00:00
2003,Oldsmobile,Alero,GL1,Sedan,automatic,1g3nl52f83c250973,pa,1.0,185190.0,red,tan,1 cochran of monroeville,675,900,2015-04-07 17:00:00
2003,Pontiac,Vibe,Base,Wagon,automatic,5y2sm64863z453474,pa,2.0,57826.0,white,—,spitzer toyota scion,3400,3900,2015-04-08 05:00:00
2003,Volkswagen,Passat,GLX 4Motion,Sedan,automatic,wvwth63b33p437184,pa,2.9,106128.0,blue,gray,1 cochran of monroeville,3025,2900,2015-04-07 17:00:00
2002,Chevrolet,Silverado 1500,Base,Extended Cab,automatic,2gcec19w121154184,tx,2.0,250555.0,blue,black,titlemax/windcrest tx1,825,500,2015-04-15 05:30:00
2002,GMC,Envoy,SLT,SUV,automatic,1gkdt13s822183400,pa,2.3,133127.0,white,gray,spitzer toyota scion,2850,2800,2015-04-08 05:00:00
2002,Mazda,Tribute,ES-V6,SUV,automatic,4f2cu08112km63092,pa,2.2,102562.0,gray,gray,1 cochran of monroeville,3050,2900,2015-04-08 05:00:00
2000,Honda,Civic,LX,Sedan,automatic,1hgej6670yl012980,pa,2.0,139213.0,brown,brown,spitzer toyota scion,1600,650,2015-04-08 05:00:00
1999,,,,,,1j4gw68n9xc548758,md,1.9,164604.0,silver,black,carbiz,1650,300,2015-04-07 02:30:00
2014,Ford,Escape,Titanium,SUV,automatic,1fmcu9j95eub34288,mo,4.5,34597.0,white,tan,ars/avis budget group,22700,32500,2015-04-15 03:00:00
2014,Ford,Expedition,EL King Ranch,SUV,automatic,1fmjk1j54eef38897,tx,4.2,33532.0,black,beige,avis budget group,32700,30000,2015-04-29 02:30:00
2014,Ford,Mustang,V6,Convertible,automatic,1zvbp8em0e5322899,il,3.4,18380.0,red,beige,avis budget group,20500,27500,2015-04-09 03:00:00
2014,Nissan,Sentra,SR,Sedan,automatic,3n1ab7ap2ey243456,tx,3.3,15799.0,black,black,nissan motor acceptance corporation,13650,22000,2015-04-08 03:30:00
2013,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnskce08dr369873,pa,3.4,55196.0,brown,black,the hertz corporation,32200,6500,2015-04-10 02:00:00
2013,Ford,Escape,SEL,SUV,automatic,1fmcu9h95dub62967,mi,4.4,14066.0,black,black,ars-cpo,23600,19800,2015-04-09 02:00:00
2013,Ford,F-150,FX4,SuperCab,automatic,1ftfx1ef5dkd52655,tx,2.5,83113.0,white,gray,glesby mark leasing,24100,15500,2015-04-07 17:00:00
2013,Ford,Focus,SE,Sedan,automatic,1fadp3f29dl335551,mo,4.2,17487.0,red,black,ford motor credit company,12000,16400,2015-04-14 04:00:00
2013,Lexus,GS 350,Base,Sedan,automatic,jthbe1bl4d5005507,tx,4.5,29646.0,silver,tan,lexus financial services,31600,31800,2015-04-16 03:00:00
2013,Lexus,IS 250,Base,Sedan,automatic,jthbf5c25d5188541,tx,4.7,27195.0,—,gray,lexus financial services,23900,23700,2015-04-16 03:00:00
2012,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,3gcpkse74cg146590,fl,3.1,155952.0,white,gray,wheels exchange llc,17700,15200,2015-04-08 03:00:00
2012,Lexus,IS 250,Base,Sedan,automatic,jthbf5c25c5168689,tx,4.2,20878.0,silver,black,lexus financial services,22600,23000,2015-04-16 03:00:00
2012,Toyota,RAV4,Base,SUV,automatic,jtmbf4dv1cd044106,tx,4.2,44511.0,white,beige,toyota financial services,15350,15100,2015-04-16 03:00:00
2006,Chevrolet,Impala,LT,Sedan,automatic,2g1wt58k869431746,mi,2.0,113817.0,brown,gray,go financial,3925,3100,2015-04-09 02:30:00
2005,Hyundai,Elantra,GT,Hatchback,manual,kmhdn56d75u142805,ca,2.0,1.0,black,gray,nissan of duarte,3525,600,2015-04-08 04:00:00
2004,Mazda,Mazda3,s,Hatchback,automatic,jm1bk143241181955,ca,2.6,131605.0,white,black,cyrus auto sales llc,3475,3000,2015-04-07 05:30:00
2004,Subaru,Baja,Turbo,Crew Cab,manual,4s4bt63c846102203,ny,3.2,154304.0,off-white,black,cellexpress inc,4200,3800,2015-04-08 02:50:00
2002,Acura,RSX,Type-S,Hatchback,manual,jh4dc53092c034326,fl,1.9,140325.0,silver,black,pfs auto finance,4050,2300,2015-04-07 04:45:00
2013,Dodge,Charger,SE,Sedan,automatic,2c3cdxbg4dh634728,oh,3.9,44954.0,gray,black,wholesale inc # 2,16300,15250,2015-04-07 02:30:00
2013,Ford,Fusion,SE,Sedan,automatic,3fa6p0h70dr329350,mo,3.4,54100.0,gray,black,the hertz corporation,12600,11600,2015-04-29 03:00:00
2015,Kia,Sorento,LX,SUV,automatic,5xyktca68fg562400,oh,5.0,8731.0,red,black,"kia motors america, inc",20900,21000,2015-04-14 02:30:00
2014,Chevrolet,Captiva Sport,LT Fleet,SUV,automatic,3gnal3ek3es675632,il,4.0,20484.0,white,gray,gm remarketing,16750,12600,2015-04-16 04:00:00
2014,Chevrolet,Impala Limited,LTZ Fleet,Sedan,automatic,2g1wc5e34e1121734,il,4.0,17462.0,red,gray,gm remarketing,15800,24750,2015-04-16 04:00:00
2005,,,,,automatic,2hkyf187x5h559624,ga,1.9,159569.0,black,gray,atlanta postal credit union,5275,1600,2015-04-08 17:00:00
2014,Ford,Explorer,Limited,SUV,automatic,1fm5k8f88egc08942,mn,4.3,31146.0,gray,black,ars/avis budget group,27600,11000,2015-04-08 03:00:00
2014,Ford,Fusion Hybrid,SE,Sedan,automatic,3fa6p0lu1er271568,pa,3.0,20106.0,silver,black,ford motor credit company,18900,12000,2015-04-10 02:00:00
2014,Ford,Fusion Hybrid,SE,Sedan,automatic,3fa6p0lu7er271669,fl,3.8,22848.0,—,black,ford motor credit company,19450,16500,2015-04-29 03:00:00
2014,Ford,Fusion,SE,Sedan,automatic,1fa6p0h71e5389707,fl,4.2,30083.0,—,black,avis budget group,14300,13900,2015-04-29 03:00:00
2012,Honda,Accord,EX-L,Sedan,automatic,1hgcp2f80ca136646,pa,4.4,32770.0,gray,black,"ahfc/honda lease trust/hvt, inc. eot",15450,12800,2015-04-10 02:00:00
2012,Honda,Civic,Hybrid,Sedan,automatic,jhmfb4f22cs010105,pa,3.1,32687.0,—,gray,"ahfc/honda lease trust/hvt, inc. eot",13300,16900,2015-04-10 02:00:00
2012,Honda,Civic,EX,Sedan,,19xfb2f85ce341709,pa,3.0,33917.0,black,gray,"ahfc/honda lease trust/hvt, inc. eot",12500,15500,2015-04-10 02:00:00
2012,Honda,Civic,LX,Sedan,automatic,19xfb2f50ce347522,pa,4.3,33439.0,black,gray,"ahfc/honda lease trust/hvt, inc. eot",11300,13200,2015-04-10 02:00:00
2012,Honda,Civic,LX,Sedan,automatic,19xfb2f5xce358320,pa,3.8,24198.0,gray,gray,"ahfc/honda lease trust/hvt, inc. eot",11650,13800,2015-04-10 02:00:00
2012,Nissan,Murano,S,SUV,automatic,jn8az1mu1cw104595,ca,4.3,41770.0,black,black,walters auto sales/service inc,15650,8750,2015-04-14 05:30:00
2014,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,3gcukreh2eg362641,il,4.0,19297.0,silver,black,gm remarketing,28700,13400,2015-04-16 04:00:00
2014,Honda,Accord,EX-L,Sedan,automatic,1hgcr2f81ea047519,ca,3.8,8080.0,gray,black,"jpmorgan chase bank,n.a.",21600,19000,2015-04-16 05:00:00
2012,Chevrolet,Cruze,LS,Sedan,automatic,1g1pc5sh9c7209201,tx,3.5,44736.0,blue,gray,music city autoplex llc,9700,16500,2015-04-29 03:20:00
2011,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap6bn468040,ca,1.9,47373.0,black,black,skyhigh remarketing inc,10850,8250,2015-04-07 05:30:00
2011,Nissan,Altima,2.5 S,Coupe,,1n4al2ep3bc171331,pa,2.6,39281.0,blue,black,nissan-infiniti lt,12900,9400,2015-04-10 01:29:00
2009,Nissan,Murano,LE,SUV,automatic,jn8az18w59w121114,oh,4.3,75072.0,black,black,sullivan auto group llc,14250,12500,2015-04-09 02:00:00
2008,Chrysler,300,C HEMI,Sedan,automatic,2c3ka63h28h186856,tx,3.4,147386.0,silver,black,southwest auto finance,7775,5300,2015-04-29 03:00:00
2007,Dodge,Durango,SLT,SUV,automatic,1d8hb48297f580853,nv,2.8,102948.0,blue,gray,remarketing by ge/flagship credit acceptance,6800,6900,2015-04-10 05:00:00
2005,,,,,automatic,jm1fe17n850143143,ne,2.0,91351.0,silver,black,performance ford,4200,1100,2015-04-08 03:00:00
2004,Chevrolet,Venture,LS,Minivan,automatic,1gndx03e64d159373,mn,1.9,164597.0,gold,tan,ari,1225,800,2015-04-09 03:45:00
2004,Honda,Civic,LX,Sedan,automatic,jhmes16594s000242,mi,1.9,196465.0,black,gray,ocean honda,2575,1200,2015-04-09 02:30:00
2014,Chrysler,Town and Country,Touring,Minivan,,2c4rc1bg4er386580,on,5.0,18336.0,white,black,fca canada inc,25100,28000,2015-04-14 03:00:00
1998,Honda,Accord,EX V6,Sedan,,1hgcg1658wa022169,nj,1.9,166103.0,green,brown,4jg stars auto sales llc,1425,500,2015-04-09 11:30:00
2014,Dodge,Charger,SXT,Sedan,,2c3cdxhg3eh239187,on,4.7,13766.0,black,black,fca canada inc,21000,22600,2015-04-14 03:00:00
2014,Dodge,Grand Caravan,SE,Minivan,,2c4rdgbg3er350394,on,4.9,30452.0,silver,black,fca canada inc,20900,19500,2015-04-14 03:00:00
2014,Jeep,Grand Cherokee,Limited,SUV,,1c4rjfbg3ec446599,on,3.8,26524.0,white,black,fca canada inc,36900,36300,2015-04-14 03:00:00
2013,Infiniti,JX,JX35,SUV,automatic,5n1al0mm2dc339478,ca,4.3,23898.0,gray,brown,infiniti of montclair,33800,19000,2015-04-09 05:30:00
