year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g56bnm83664,ca,3.5,62830.0,gray,black,financial services remarketing (lease),14450,15200,2015-07-09 09:00:00
2007,Kia,Sportage,LX,SUV,manual,kndjf724177341081,mo,2.5,94023.0,green,tan,ford-lincoln dealer program,4375,4400,2015-07-06 08:00:00
2006,Mercedes-Benz,C-Class,C230 Sport,Sedan,automatic,wdbrf52h56f754571,tx,3.5,75989.0,blue,gray,fiserv/sierra auto finance,6075,6000,2015-07-08 07:15:00
2014,Mercedes-Benz,M-Class,ML350 4MATIC,SUV,automatic,4jgda5hb3ea327247,ca,4.1,28276.0,white,black,sixt rent a car llc,40400,39750,2015-07-03 09:00:00
2011,Ford,Escape,XLS,SUV,automatic,1fmcu9c76bkb46954,mo,1.9,106996.0,white,gray,enterprise fm trust,8025,6900,2015-07-01 07:30:00
2008,,,,,automatic,1gbdv13148d212132,nc,2.4,108706.0,white,gray,ari,3400,3500,2015-07-06 06:30:00
2008,Land Rover,LR2,HSE,SUV,automatic,salfr24n48h113554,ca,1.8,72324.0,black,black,hornburg jaguar,10300,9100,2015-07-08 09:30:00
2005,Kia,Sorento,EX,SUV,automatic,kndjd733455482263,pa,1.9,80263.0,black,gray,peruzzi nissan,3225,3250,2015-07-08 06:30:00
2004,Mercedes-Benz,SL-Class,SL55 AMG,Convertible,automatic,wdbsk74f64f075880,fl,4.3,54216.0,silver,gray,kelley buick gmc inc,22700,20800,2015-07-07 08:00:00
2001,BMW,7 Series,740iL,Sedan,automatic,wbagh83421dp24249,ca,2.8,109524.0,black,black,hertz remarketing,3100,2100,2015-07-01 09:05:00
2013,Chevrolet,Malibu,LS Fleet,Sedan,automatic,1g11a5sa7df340004,tx,4.3,70211.0,white,gray,wheels lt,9950,11900,2015-07-08 07:00:00
2012,BMW,3 Series,328i,Sedan,automatic,wba3a5c54cf347733,fl,3.7,35587.0,black,tan,lauderdale imports ltd bmw pembrok pines,21600,23200,2015-07-07 06:30:00
2012,Lexus,RX 350,Base,SUV,automatic,2t2bk1ba2cc141964,tn,2.7,36447.0,—,gray,lexus financial services,26300,27600,2015-07-01 07:30:00
2009,Acura,TL,Base,Sedan,automatic,19uua86219a005187,fl,3.8,102530.0,silver,black,lauderdale imports ltd bmw pembrok pines,12500,13000,2015-07-08 06:35:00
2013,Volkswagen,Jetta,SE PZEV,Sedan,automatic,3vwdp7aj9dm428243,wa,3.6,37535.0,silver,black,avis corporation,10800,11700,2015-07-01 09:30:00
2012,Audi,A8,L 4.2 quattro,Sedan,automatic,waurvafd5cn028504,nv,4.4,33674.0,gray,black,unique autos,39600,47000,2015-07-07 09:30:00
2012,Ford,F-150,XLT,SuperCrew,automatic,1ftfw1ef3cfc51429,il,2.7,16336.0,silver,gray,"ford motor credit company,llc",29200,27500,2015-07-09 07:00:00
2012,Ford,Fusion,SE,Sedan,automatic,3fahp0ha0cr397117,ca,2.9,25693.0,white,tan,"ford motor credit company,llc pd",15150,12900,2015-07-02 09:30:00
2012,Volkswagen,Passat,SE PZEV,Sedan,,1vwbp7a39cc061496,pa,1.9,35016.0,—,beige,"vw credit, inc/pilot",12050,11700,2015-07-07 06:30:00
2007,Mercedes-Benz,CLS-Class,CLS550,Sedan,automatic,wdddj72x27a080493,mo,2.1,79869.0,gray,black,car city llc,15400,17000,2015-07-08 07:30:00
2006,BMW,3 Series,325i,Sedan,automatic,wbavb13536pt09312,ca,4.6,60576.0,gold,brown,mercedes benz of escondido,8275,10400,2015-07-08 09:15:00
2004,BMW,5 Series,545i,Sedan,automatic,wbanb33574b108728,ca,3.3,136614.0,black,black,newport coast auto com,4400,6200,2015-07-08 09:30:00
2013,Ford,Fusion,Titanium,Sedan,automatic,3fa6p0k98dr197190,ny,2.1,19725.0,white,black,"ford motor credit company,llc",13450,17200,2015-07-08 06:20:00
2013,Chrysler,200,Touring,Sedan,automatic,1c3ccbbb0dn735508,ca,2.8,40777.0,white,black,enterprise veh exchange/rental,15700,11200,2015-07-02 09:00:00
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c52cdx03656,ca,4.8,27002.0,gray,black,financial services remarketing (lease),27600,29500,2015-07-08 09:30:00
2012,BMW,5 Series,550i,Sedan,automatic,wbafr9c5xcdv58816,ca,3.7,66184.0,black,black,financial services remarketing (lease),28500,32500,2015-07-02 09:00:00
2012,BMW,5 Series,535i,Sedan,automatic,wbafr7c59cc813322,ca,3.5,53487.0,gray,black,financial services remarketing (lease),26800,31250,2015-07-02 09:00:00
2011,Toyota,4Runner,SR5,SUV,automatic,jtebu5jrxb5037193,pa,3.8,26201.0,silver,black,adcock brothers inc,26900,29000,2015-07-08 06:30:00
2009,Lincoln,MKZ,Base,Sedan,automatic,3lnhm26t09r615418,tx,2.6,71719.0,white,gray,automotive remarketing inc,8650,7000,2015-07-01 07:30:00
2008,BMW,5 Series,535xi,Sedan,,wbanv935x8cw55874,pa,3.6,106017.0,gray,black,r hollenshead auto sales inc,9575,10200,2015-07-01 09:00:00
2011,Lexus,RX 450h,Base,SUV,automatic,jtjzb1ba3b2005520,fl,4.2,65313.0,purple,black,ebenzz motors,24000,24500,2015-07-07 06:30:00
2011,Nissan,Sentra,2.0 SR,Sedan,,3n1ab6ap7bl690822,pa,3.1,25623.0,red,gray,gnm auto sales inc,9650,9700,2015-07-03 06:00:00
2008,Honda,Odyssey,EX-L,Minivan,automatic,5fnrl38698b414853,fl,2.8,129490.0,burgundy,beige,gm financial,8075,6100,2015-07-01 06:10:00
2014,Ford,Taurus,Limited,Sedan,automatic,1fahp2f87eg163398,tn,4.2,35901.0,—,black,ars/avis budget group,17550,19100,2015-07-01 07:00:00
2013,Nissan,Pathfinder,SL,SUV,automatic,5n1ar2mm5dc638599,il,4.5,42984.0,gray,black,nissan-infiniti lt,22700,24600,2015-07-09 07:00:00
2012,BMW,5 Series,528i xDrive,Sedan,automatic,wbaxh5c5xcdw09702,fl,4.2,48918.0,silver,gray,lauderdale imports ltd bmw pembrok pines,24200,26000,2015-07-03 17:15:00
2012,Cadillac,SRX,Base,SUV,,3gyfnge3xcs519071,wi,4.4,24850.0,black,gray,fiserv/usb dealer services northstar exchange,19950,21800,2015-07-01 07:00:00
2007,Audi,A6,3.2 quattro,Sedan,automatic,waudh74f27n080235,nj,2.7,90153.0,silver,black,"vw credit, inc",9275,9600,2015-07-08 06:00:00
2014,Ford,Focus,SE,Sedan,automatic,1fadp3f24el158358,mo,3.6,35819.0,red,black,ars/avis budget group,10850,11400,2015-07-01 07:30:00
2014,Ford,Fusion,Titanium,Sedan,automatic,3fa6p0d99er341604,pa,4.3,5364.0,black,black,r hollenshead auto sales inc,14900,22600,2015-07-02 07:00:00
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ekxdm921087,ca,4.4,42739.0,white,black,nissan infiniti lt,22300,23000,2015-07-02 09:30:00
2011,Chevrolet,Avalanche,LT,Crew Cab,,3gntkfe37bg356318,la,3.4,79863.0,black,black,neighbors fcu,22700,19000,2015-07-09 07:30:00
2011,Nissan,Cube,1.8 S,Wagon,,jn8az2kr8bt212023,mn,3.3,29931.0,gray,black,capital one auto finance,8525,7900,2015-07-02 07:45:00
2014,Volkswagen,Passat,Wolfsburg Edition PZEV,Sedan,automatic,1vwat7a36ec085605,ca,2.4,19696.0,burgundy,black,enterprise vehicle exchange / tra / rental / tulsa,13850,11400,2015-07-08 09:30:00
2010,Mercedes-Benz,C-Class,C350 Sport,Sedan,automatic,wddgf5gb9ar123428,fl,2.7,59073.0,gray,—,mercedes-benz finc wholesale advantage,16600,17200,2015-07-07 06:15:00
2007,Jeep,Commander,Sport,SUV,automatic,1j8hg48p17c636905,va,1.9,125750.0,silver,beige,jm & lf inc,6075,4800,2015-07-02 06:20:00
2013,Chrysler,200,Touring,Sedan,automatic,1c3ccbbb5dn573908,fl,3.9,34937.0,blue,black,chrysler capital,10550,11900,2015-07-09 07:00:00
2013,Ford,Taurus,SHO,Sedan,automatic,1fahp2kt8dg171003,fl,4.4,25979.0,—,black,"ford motor credit company,llc",25400,25100,2015-07-09 06:00:00
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp0ct017695,il,2.9,22962.0,red,gray,nissan-infiniti lt,8100,10200,2015-07-07 06:10:00
2009,Lexus,IS 250,Base,Sedan,automatic,jthck262295034094,wi,4.3,42305.0,black,black,bredemann lexus in glenview,18550,17800,2015-07-08 07:00:00
2008,Saturn,Outlook,XR,SUV,automatic,5gzer33758j183924,ga,4.0,118516.0,blue,gray,edward colosimo auto sales,7675,8400,2015-07-07 06:30:00
2014,Jeep,Wrangler,Unlimited Sport,SUV,automatic,1c4bjwdg3el113429,pa,4.9,8305.0,beige,black,r e jahn auto sales,28800,28300,2015-07-08 08:00:00
2014,Porsche,Panamera,4,Sedan,automatic,wp0aa2a78el009091,fl,4.9,8616.0,black,beige,porsche of melbourne audi melbourne,71000,71600,2015-07-03 06:00:00
2014,Chevrolet,Sonic,LTZ,Hatchback,automatic,1g1je6sb0e4189541,il,4.8,16867.0,white,black,gm remarketing,11600,11600,2015-07-01 07:00:00
2013,Lincoln,MKS,Base,Sedan,automatic,1lnhl9ft3dg604165,tn,4.8,38896.0,—,tan,"ford motor credit company,llc",23400,25600,2015-07-08 07:30:00
2012,Ford,Edge,Limited,SUV,automatic,2fmdk4kc5cba72529,ny,4.1,42901.0,off-white,black,"ford motor credit company,llc",21900,25600,2015-07-08 07:00:00
2012,Nissan,Versa,1.8 S,Hatchback,automatic,3n1bc1cp3ck271908,ga,1.9,71902.0,blue,black,nissan motor acceptance corporation,6775,4600,2015-07-09 09:30:00
2009,BMW,X5,xDrive48i,SUV,automatic,5uxfe83599l169297,fl,3.5,67250.0,black,black,lauderdale imports ltd bmw pembrok pines,19250,21600,2015-07-01 06:05:00
2009,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,3gcec23j59g111116,tx,2.1,98753.0,black,black,santander consumer,16750,6000,2015-07-01 07:00:00
2008,Ford,F-150,King Ranch,SuperCrew,automatic,1ftpw12v48kd44698,ca,4.2,87607.0,burgundy,brown,reliance motors llc,14750,19000,2015-07-09 09:00:00
2008,Nissan,Maxima,3.5 SE,Sedan,automatic,1n4ba41e58c817746,il,2.0,107588.0,silver,black,santander consumer,5425,7400,2015-07-07 07:00:00
2006,BMW,7 Series,750Li,Sedan,automatic,wbahn83566dt36535,az,2.5,98524.0,blue,beige,tac auto llc,8800,11000,2015-07-02 09:00:00
2014,Ford,Escape,SE,SUV,automatic,1fmcu9g99euc53906,tn,4.6,12912.0,—,gray,avis budget group,20600,21100,2015-07-01 07:30:00
2014,Ford,Fusion,Titanium,Sedan,automatic,3fa6p0k98er320147,tn,4.4,33886.0,red,black,avis budget group,16850,19100,2015-07-01 07:30:00
2014,Ford,Taurus,Limited,Sedan,automatic,1fahp2f88eg176466,tn,4.7,33815.0,red,tan,avis budget group,17850,19800,2015-07-01 07:00:00
2014,Ford,Taurus,SEL,Sedan,automatic,1fahp2e87eg180073,tn,3.9,23556.0,—,black,ford motor credit company,17150,19700,2015-07-08 07:00:00
2012,Ford,Escape,XLT,SUV,automatic,1fmcu9d7xcka96981,tn,4.4,30583.0,—,gray,"ford motor credit company,llc",16000,17100,2015-07-08 07:00:00
2006,HUMMER,H2,Base,SUV,automatic,5grgn23u66h119903,pa,4.6,73002.0,black,black,adcock brothers inc,23000,26000,2015-07-06 06:00:00
2004,Lincoln,Navigator,Luxury,SUV,,5lmfu27r84lj18082,ca,1.9,77728.0,red,beige,yucca valley chrysler plymouth dodge inc,5550,7400,2015-07-07 09:30:00
2014,Ford,Fusion,SE,Sedan,automatic,3fa6p0h74er171662,ga,4.8,42127.0,red,black,ars/avis budget group,13200,14800,2015-07-07 10:00:00
2014,Ram,1500,SLT,Quad Cab,automatic,1c6rr7lm8es286056,ga,3.6,6270.0,black,brown,remarketing by ge/the credit union loan source,35600,38000,2015-07-09 07:00:00
2013,MINI,Cooper Paceman,Base,Hatchback,manual,wmwss1c57dwn46519,ca,2.6,27608.0,gray,—,bmw mini financial services,15350,14500,2015-07-02 09:00:00
2012,Cadillac,SRX,Performance,SUV,,3gyfnee31cs563805,pa,4.0,52835.0,white,tan,gm financial leasing,24900,25200,2015-07-07 06:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap9cc167467,fl,4.3,26673.0,blue,black,nissan-infiniti lt,15000,14000,2015-07-01 06:00:00
2009,Ford,Escape,XLT,SUV,automatic,1fmcu93g39ka14356,pa,3.3,140179.0,silver,black,"ford motor credit company,llc",4125,4200,2015-07-07 12:00:00
2012,Nissan,Sentra,2.0 SR,Sedan,automatic,3n1ab6ap1cl715473,pa,1.9,36698.0,white,gray,nissan-infiniti lt,9925,10100,2015-07-10 06:00:00
2011,BMW,1 Series,128i,Convertible,automatic,wbaul7c56bvm79942,fl,4.3,49996.0,black,black,onemain rem/auto club of miami inc dba north dad,18050,16200,2015-07-03 06:00:00
2012,Ford,E-Series Van,E-250,E-Series Van,automatic,1ftne2ew6cda96987,fl,2.6,57097.0,white,gray,tdaf remarketing,14800,16700,2015-07-02 06:00:00
2012,Ford,Focus,SE,Sedan,automatic,1fahp3f25cl248598,pa,2.8,29280.0,white,black,"ford motor credit company,llc",9750,9600,2015-07-01 06:30:00
2014,Hyundai,Veloster,Base,Hatchback,automatic,kmhtc6ad2eu216582,nv,2.3,13292.0,silver,black,affordable autos,13650,14800,2015-07-09 09:00:00
2005,Chrysler,Sebring,Touring,Convertible,automatic,1c3el55r25n628898,fl,2.0,93044.0,green,gray,mini of fort myers,1975,2200,2015-07-07 06:15:00
2014,Ford,Fusion,Titanium,Sedan,automatic,3fa6p0k93er178497,ca,4.2,33506.0,silver,black,enterprise rent a car/ars,17350,19700,2015-07-02 09:30:00
2008,Suzuki,XL7,Luxury,SUV,automatic,2s3db417086100196,ca,3.5,72535.0,burgundy,tan,corona auto wholesale inc,5650,7100,2015-07-07 09:30:00
2014,Chevrolet,Malibu,LTZ,Sedan,,1g11h5sl7ef200324,tx,3.8,20037.0,gray,—,enterprise vehicle exchange / tra / rental / tulsa,17300,14500,2015-07-08 07:15:00
2012,Infiniti,G Convertible,G37,G Convertible,automatic,jn1cv6fe0cm202647,fl,2.0,24140.0,white,beige,nissan infiniti lt,27800,27000,2015-07-09 06:15:00
2014,Ford,F-150,XLT,SuperCrew,automatic,1ftew1cm8efa71542,fl,4.4,31959.0,—,gray,ars/avis budget group,11100,24300,2015-07-02 06:00:00
2012,Ford,Escape,XLT,SUV,automatic,1fmcu0dg7ckb57571,il,3.4,84468.0,black,black,advantage chevrolet/ge,10050,9600,2015-07-07 07:00:00
2014,Chevrolet,Cruze,1LT,Sedan,automatic,1g1pc5sb4e7125091,nc,3.4,36990.0,white,gray,t & k enterprises of mt airy inc,11200,12300,2015-07-07 06:30:00
2011,Chevrolet,Avalanche,LT,Crew Cab,automatic,3gntkfe35bg164072,mo,5.0,63616.0,black,black,crossroad motors,24600,27500,2015-07-07 08:00:00
2011,Chevrolet,HHR,LT,Wagon,automatic,3gnbabfw3bs504803,mo,1.9,90862.0,silver,black,santander consumer,5025,5000,2015-07-01 07:30:00
2010,Audi,R8,5.2 quattro,Coupe,automatic,wuaanafg9an000196,ca,4.9,20870.0,gray,black,jaguar land rover cerritos,96000,96000,2015-07-02 09:00:00
2009,Honda,Ridgeline,RTL,Crew Cab,automatic,2hjyk16589h503611,ga,3.5,91884.0,white,tan,cherokee chrysler dodge jeep,17500,16000,2015-07-01 08:45:00
2007,BMW,5 Series,530xi,Sedan,automatic,wbanf73587cu24956,va,3.3,89042.0,gray,beige,hendrick honda woodbridge,10300,11300,2015-07-02 06:50:00
2006,Chrysler,PT Cruiser,Base,Wagon,manual,3a4fy48b56t309744,ca,1.9,114471.0,white,gray,walters auto sales/service inc,1425,2000,2015-07-07 09:30:00
2015,Ford,Explorer,Sport,SUV,automatic,1fm5k8gt7fga29036,co,4.0,21225.0,black,black,brac of salt lake city,35700,36300,2015-07-08 08:45:00
2014,Ford,Mustang,V6,Coupe,manual,1zvbp8am1e5215964,pa,4.5,7430.0,black,black,progressive ford inc,17800,17200,2015-07-01 06:00:00
2014,Scion,tC,Base,Hatchback,automatic,jtkjf5c70e3071996,az,1.9,23822.0,red,black,toyota financial services,14650,17000,2015-07-03 08:55:00
2013,BMW,5 Series,528i,Sedan,automatic,wbaxg5c58ddy33099,fl,4.5,39794.0,silver,black,avis corporation,25800,27600,2015-07-03 17:15:00
2011,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,wddgf5ebxba412319,fl,4.4,25822.0,white,black,remarketing by ge/nextgear capital,18150,21200,2015-07-08 06:00:00
2008,BMW,X5,4.8i,SUV,,5uxfe83578l168213,pa,2.9,69230.0,black,brown,r hollenshead auto sales inc,16050,21000,2015-07-03 06:00:00
2008,Cadillac,CTS,Base,Sedan,automatic,1g6dt57v680136803,nc,1.9,99623.0,blue,gray,chrysler capital,10600,10900,2015-07-07 06:15:00
2014,Dodge,Charger,SE,Sedan,automatic,2c3cdxbg7eh215791,ga,4.2,29874.0,silver,black,enterprise vehicle exchange / tra / rental / tulsa,15850,16000,2015-07-07 06:30:00
2013,Chevrolet,Impala,LT Fleet,Sedan,automatic,2g1wg5e34d1248454,oh,2.7,39263.0,white,gray,wells fargo dealer services,10150,11800,2015-07-07 06:30:00
2013,Porsche,Cayenne,S,SUV,automatic,wp1ab2a23dla81914,pa,4.4,24266.0,brown,beige,tsj auto brokers inc,56400,55250,2015-07-03 06:00:00
2012,Infiniti,M,M37x,Sedan,automatic,jn1by1arxcm390612,ga,4.9,34539.0,white,black,nissan infiniti lt,23800,26800,2015-07-01 07:00:00
2011,Nissan,Murano,S,SUV,automatic,jn8az1mwxbw180087,ga,2.8,40783.0,black,black,nissan-infiniti lt,14500,13800,2015-07-09 07:00:00
2009,Dodge,Grand Caravan,SE,Minivan,automatic,2d8hn44e29r585346,ca,2.9,103989.0,gray,black,nissan of mission hills,5525,6000,2015-07-09 09:00:00
2007,,,,,manual,1g1yy26e375104160,fl,4.4,23278.0,silver,black,kreeb auto wholesale inc,37700,37600,2015-07-08 06:30:00
2013,Toyota,Highlander Hybrid,Base,SUV,automatic,jtebc3eh6d2017133,or,4.1,90871.0,blue,gray,ge fleet services for itself/servicer,19800,24200,2015-07-07 09:30:00
2012,Ford,Fusion,SE,Sedan,automatic,3fahp0ha0cr102520,ga,2.6,102711.0,blue,black,"ford motor credit company,llc pd",7075,6300,2015-07-07 10:10:00
2012,Infiniti,M,M37x,Sedan,automatic,jn1by1ar2cm390748,fl,3.6,58611.0,silver,black,nissan infiniti lt,21100,23200,2015-07-07 06:15:00
2011,Volvo,XC90,3.2,SUV,automatic,yv4952cy3b1590212,nv,2.0,80281.0,gray,black,culver city volvo,13150,16750,2015-07-03 09:00:00
2012,Chevrolet,Sonic,LT,Hatchback,manual,1g1jd6sb5c4190460,md,3.6,64312.0,brown,gray,capital one auto finance,6600,9800,2015-07-08 06:30:00
2012,Toyota,RAV4,Base,SUV,automatic,2t3bf4dv7cw197009,mi,1.9,55961.0,red,gray,the hertz corporation,13050,14150,2015-07-07 07:00:00
2010,Chevrolet,Camaro,1LT,Coupe,manual,2g1ff1ev0a9142173,pa,4.1,103155.0,orange,gray,car sense incorporated,12900,12200,2015-07-03 06:00:00
2009,Chevrolet,Corvette,Z06,Coupe,manual,1g1yz26e795101911,fl,4.5,15473.0,red,black,bobbs auto sales,44600,48600,2015-07-03 06:00:00
2005,Ford,Expedition,Limited,SUV,,1fmfu20575la93834,pa,1.9,50674.0,black,beige,c & b motors,5875,5400,2015-07-01 06:30:00
2014,Acura,RDX,Technology Package,SUV,automatic,5j8tb3h59el016200,ga,4.8,7171.0,silver,black,cherokee hyundai of kennesaw,30300,31400,2015-07-07 10:00:00
2012,Ford,F-150,SVT Raptor,SuperCrew,automatic,1ftfw1r64cfb68960,mo,4.3,49627.0,red,black,fred a groves motor company inc,42800,42250,2015-07-01 07:00:00
2014,Chevrolet,Camaro,LS,Coupe,automatic,2g1fa1e37e9228406,oh,3.7,20972.0,blue,black,exceptional motorcar llc,16950,18200,2015-07-07 06:30:00
2015,Jeep,Wrangler,Unlimited Sahara,SUV,automatic,1c4hjweg2fl500354,fl,5.0,10728.0,white,black,tdaf remarketing,34600,38400,2015-07-07 06:15:00
2012,Toyota,Prius,Three,Hatchback,automatic,jtdkn3du5c1486554,oh,1.9,32438.0,blue,tan,toyota financial services,14300,13500,2015-07-07 06:30:00
2015,GMC,Yukon XL,SLT,SUV,automatic,1gks2hkcxfr205231,co,4.8,17990.0,black,black,gm remarketing,48000,49200,2015-07-01 17:15:00
2014,Ford,Fusion,Titanium,Sedan,automatic,3fa6p0k92er258163,co,4.6,33180.0,white,black,ars/enterprise,21300,31200,2015-07-01 08:00:00
2013,Ford,Edge,Limited,SUV,automatic,2fmdk3kc0dba07924,fl,3.7,60490.0,silver,black,alternative enterprises inc,18350,8900,2015-07-07 06:15:00
2014,Ford,Focus,SE,Sedan,,1fadp3f27el163862,pa,4.4,33087.0,white,black,ars/avis budget group,16750,34000,2015-07-02 03:00:00
2012,Hyundai,Veloster,Base,Hatchback,automatic,kmhtc6ad1cu035499,ga,3.5,68992.0,red,red,southwest business corporation,9375,8000,2015-07-07 10:00:00
2003,Volkswagen,Jetta,GL,Wagon,automatic,wvwrk61j43w145474,ca,3.4,134868.0,white,black,newport acceptance corp,2125,1650,2015-07-08 08:30:00
2011,Buick,LaCrosse,CXL,Sedan,automatic,1g4gc5edxbf133777,tx,3.8,83050.0,silver,gray,gm financial,11950,13003,2015-07-03 08:00:00
2014,Ford,Fusion Hybrid,Titanium,Sedan,automatic,3fa6p0ru2er308635,tx,4.5,33761.0,silver,black,avis budget group,17850,22500,2015-07-08 10:00:00
2015,Nissan,Versa Note,1.6 SV,Hatchback,,3n1ce2cp7fl375496,sc,2.7,12462.0,white,gray,enterprise vehicle exchange / tra / rental / tulsa,10600,4400,2015-07-07 06:10:00
2014,Dodge,Charger,SE,Sedan,automatic,2c3cdxbg5eh198103,fl,4.3,21361.0,silver,black,hertz corporation/gdp,16300,15500,2015-07-08 07:15:00
2013,Nissan,Altima,2.5,sedan,automatic,1n4al3apxdc258237,ne,3.2,54057.0,gray,black,dtg operations inc,11050,11400,2015-07-02 08:45:00
2012,BMW,1 Series,128i,Convertible,automatic,wbaun1c5xcvr00389,ga,3.6,28443.0,white,black,financial services remarketing (lease),21200,22600,2015-07-02 08:00:00
2012,Buick,Enclave,Base,SUV,,5gakvaed7cj107333,pa,2.4,47132.0,gray,black,fiserv/usb dealer services northstar exchange,21500,20500,2015-07-10 06:00:00
2007,,,,,automatic,wdbrf52h37a950569,nv,3.5,122065.0,white,beige,dt credit corporation,5425,5100,2015-07-07 09:30:00
2001,GMC,Yukon XL,1500 SLE,SUV,automatic,3gkec16t61g283963,ca,2.6,73904.0,black,beige,united auto credit/irvine,3125,3100,2015-07-07 09:30:00
2012,smart,fortwo,passion coupe,Hatchback,automatic,wmeej3ba8ck526641,oh,3.6,20238.0,silver,black,mercedes-benz financial services,5700,5750,2015-07-07 14:00:00
2014,Ford,F-150,XL,Regular Cab,,1ftnf1cfxekd64576,pa,4.4,10642.0,white,gray,u-haul,43000,20000,2015-07-02 07:00:00
2013,Nissan,Frontier,SV,Crew Cab,automatic,1n6ad0ev6dn716355,tx,3.0,41644.0,white,gray,the hertz corporation,19850,19000,2015-07-09 09:00:00
2014,Mercedes-Benz,GLK-Class,GLK350 4MATIC,SUV,automatic,wdcgg8jb1eg221124,tx,4.2,13349.0,white,beige,music city autoplex llc,34300,38500,2015-07-08 07:20:00
2014,Nissan,Maxima,3.5 S,Sedan,automatic,1n4aa5ap1ec457602,tx,2.8,32231.0,burgundy,black,avis corporation,15500,16800,2015-07-09 07:00:00
2013,Chevrolet,Impala,LTZ,Sedan,automatic,2g1wc5e39d1214070,ca,2.8,60025.0,gray,black,the hertz corporation,10100,10300,2015-07-08 09:30:00
2012,Acura,TL,SH-AWD,Sedan,,19uua9f23ca005446,pa,4.0,48958.0,silver,black,"ahfc/honda lease/trust/hvt, inc. eot acuras",19550,17000,2015-07-08 08:45:00
2010,Ford,F-150,XLT,SuperCrew,automatic,1ftfw1ev8afa52705,oh,1.9,44642.0,white,gray,humberview chevrolet,22400,22300,2015-07-07 06:30:00
2008,HUMMER,H2,Base,SUV,automatic,5grgn23818h102190,oh,3.5,101319.0,gray,black,a1a import export,29600,23000,2015-07-03 09:00:00
2011,Cadillac,SRX,Premium,SUV,automatic,3gyfncey3bs543408,az,3.5,62225.0,gold,beige,mike albert fleet solutions,21000,19500,2015-07-02 08:30:00
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar5dm756665,co,2.7,20835.0,black,black,infiniti financial services,21600,19100,2015-07-08 08:45:00
2013,Infiniti,G Sedan,G37x,G Sedan,,jn1cv6ar2dm754467,co,1.9,18350.0,gray,black,infiniti financial services,21900,21750,2015-07-08 07:30:00
2006,BMW,X3,3.0i,SUV,automatic,wbxpa934x6wg83416,tx,1.9,121332.0,black,black,national auto lenders inc,6050,4500,2015-07-08 07:30:00
2013,Cadillac,SRX,Luxury,SUV,automatic,3gyfnce31ds515386,ca,2.0,87312.0,pink,black,ge fleet services for itself/servicer,16200,16000,2015-07-02 17:15:00
2013,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg6dr625656,ca,3.0,65360.0,black,black,the hertz corporation,10750,9900,2015-07-07 09:30:00
2014,Dodge,Charger,SE,Sedan,automatic,2c3cdxbgxeh324276,va,3.4,21644.0,white,black,hertz corporation/gdp,16300,16000,2015-07-08 07:15:00
2014,FIAT,500L,Easy,Wagon,automatic,zfbcfabh7ez019476,va,4.4,18238.0,red,gray,hertz corporation/gdp,11800,9800,2015-07-02 07:00:00
2013,Ford,Fusion,SE,Sedan,automatic,3fa6p0h70dr262491,ma,3.7,100010.0,blue,black,lease plan usa,8150,7400,2015-07-06 07:00:00
2013,Nissan,Murano,SV,SUV,automatic,jn8az1mw2dw315985,fl,3.3,51722.0,gray,black,the hertz corporation,15350,15800,2015-07-07 06:30:00
2012,BMW,X5,xDrive35d,SUV,,5uxzw0c5xcl666118,fl,4.0,37113.0,gray,beige,braman motors,32300,30200,2015-07-09 07:30:00
2005,Volkswagen,Jetta,2.5 PZEV,Sedan,,3vwsg71k55m628909,pa,1.9,76665.0,gray,black,criswell honda,3925,2700,2015-07-02 06:20:00
2013,Chevrolet,Impala,LT Fleet,Sedan,automatic,2g1wg5e34d1248454,oh,2.7,39263.0,white,gray,ohio auto sales (ab),10150,9100,2015-07-07 06:30:00
2013,Ford,Focus,SE,Sedan,automatic,1fadp3f27dl252975,fl,3.3,53016.0,silver,gray,rental car finance corp/(pen),8850,8100,2015-07-02 07:15:00
2010,Dodge,Ram Pickup 2500,ST,Crew Cab,automatic,3d7tt2ct0ag190794,fl,2.6,167116.0,white,gray,auto sails inc,11200,8900,2015-07-07 12:00:00
2012,BMW,3 Series,328i,Convertible,automatic,wbadw7c53ce729713,ca,4.1,43014.0,black,black,financial services remarketing (lease),25300,25750,2015-07-02 09:00:00
2012,BMW,3 Series,328i,Sedan,automatic,wba3c1c5xcf431896,nj,4.2,24323.0,black,beige,financial services remarketing (lease),22900,24000,2015-07-03 06:00:00
2014,Dodge,Charger,SXT,Sedan,,2c3cdxhg7eh328986,va,4.2,24291.0,white,gray,hertz corporation/gdp,17650,17300,2015-07-08 07:15:00
